"Argentina_tmin","India_spi","China_cum_prec","USA_cum_prec","USA_t34","Australia_cum_prec","Australia_tmax","EU_cum_prec","EU_t34","RussUkraine_cum_prec","RussUkraine_tmean"
0.3625,0.3026,0.5264,0.3746,0.1404,0.3214,0.1993,0.7287,0.2087,0.5265,0.0799
0.3611,0.3079,0.5253,0.3849,0.1356,0.3029,0.2125,0.7483,0.2036,0.5207,0.0799
0.362,0.3043,0.5271,0.3825,0.1401,0.3163,0.2094,0.7311,0.2171,0.5133,0.0848
0.3674,0.2989,0.5255,0.3791,0.1367,0.3199,0.2,0.7354,0.2002,0.5211,0.0776
0.3739,0.2977,0.5245,0.3767,0.1362,0.3171,0.214,0.7303,0.2024,0.5102,0.0829
0.3618,0.3032,0.523,0.3767,0.1361,0.3133,0.2106,0.733,0.2101,0.5177,0.0815
0.3628,0.3078,0.5242,0.3788,0.1298,0.3208,0.2108,0.738,0.2064,0.5214,0.0759
0.3611,0.2986,0.5314,0.3807,0.1312,0.3139,0.2037,0.7373,0.2153,0.5232,0.0889
0.3551,0.3119,0.5237,0.3792,0.1389,0.3139,0.2047,0.7378,0.2134,0.5185,0.0776
0.3671,0.3059,0.5216,0.3823,0.142,0.3012,0.2039,0.7355,0.2029,0.5214,0.0823
0.3676,0.3083,0.5239,0.3852,0.135,0.3254,0.1992,0.7427,0.2143,0.518,0.0808
0.3647,0.3054,0.5141,0.3778,0.1391,0.3159,0.2066,0.7356,0.2066,0.512,0.0794
0.3649,0.3126,0.5249,0.3875,0.1383,0.3155,0.2056,0.7334,0.2113,0.5121,0.0776
0.3506,0.3106,0.5357,0.3827,0.1405,0.3196,0.2015,0.7359,0.21,0.5087,0.0766
0.3663,0.306,0.5045,0.3701,0.143,0.3124,0.2066,0.7361,0.2075,0.5158,0.078
0.3641,0.3014,0.5363,0.3794,0.1444,0.3206,0.2095,0.7361,0.2171,0.5325,0.081
0.3597,0.3062,0.5117,0.3814,0.133,0.3142,0.2056,0.7375,0.2071,0.5044,0.0814
0.3515,0.3056,0.5203,0.3808,0.1289,0.3168,0.209,0.7399,0.1962,0.5171,0.0755
0.3671,0.3143,0.5194,0.3825,0.1347,0.3112,0.1965,0.738,0.2192,0.5098,0.0844
0.3676,0.3107,0.5149,0.3812,0.1338,0.306,0.2025,0.7403,0.2081,0.5192,0.0797
0.3581,0.3027,0.5209,0.3831,0.1425,0.3178,0.2098,0.7299,0.2036,0.5205,0.0772
0.3604,0.3008,0.5291,0.3754,0.144,0.3089,0.213,0.7341,0.1996,0.5164,0.0784
0.3541,0.3062,0.5224,0.3759,0.1398,0.3192,0.2049,0.7288,0.2107,0.5221,0.0819
0.366,0.3094,0.5169,0.3817,0.1402,0.3199,0.205,0.7372,0.2126,0.5212,0.0784
0.3578,0.31,0.5231,0.3771,0.139,0.3216,0.2095,0.7343,0.1998,0.5186,0.0819
0.3731,0.3062,0.5251,0.3851,0.1407,0.3109,0.205,0.7244,0.2022,0.5162,0.0816
0.362,0.3039,0.5174,0.3769,0.1401,0.3185,0.2054,0.7348,0.2072,0.523,0.0774
0.3652,0.302,0.5306,0.3817,0.1387,0.3308,0.2105,0.7407,0.208,0.5231,0.0806
0.354,0.3071,0.5202,0.3825,0.1395,0.321,0.2089,0.7377,0.2096,0.5135,0.0761
0.3671,0.3105,0.5364,0.3833,0.1463,0.3206,0.2015,0.7323,0.2045,0.508,0.0752
0.3628,0.3106,0.527,0.3755,0.1439,0.3131,0.1989,0.7446,0.208,0.524,0.085
0.3661,0.3069,0.5294,0.3774,0.1352,0.3206,0.2085,0.7351,0.2061,0.5182,0.0821
0.3485,0.3081,0.52,0.3793,0.1363,0.319,0.2141,0.7314,0.2088,0.5247,0.0787
0.3727,0.2963,0.5171,0.3825,0.138,0.3091,0.1989,0.7347,0.2062,0.5221,0.0756
0.3716,0.3077,0.526,0.3792,0.1399,0.3121,0.1963,0.7398,0.2042,0.5139,0.0801
0.3626,0.301,0.5207,0.3772,0.1403,0.3147,0.2042,0.7336,0.1989,0.519,0.083
0.3612,0.3007,0.5285,0.3845,0.1409,0.3153,0.2106,0.732,0.2048,0.5161,0.0786
0.3701,0.2937,0.52,0.375,0.136,0.3215,0.2059,0.7448,0.2141,0.5252,0.0777
0.3632,0.3037,0.5314,0.3756,0.1423,0.3221,0.2129,0.7366,0.2057,0.5147,0.0812
0.3642,0.3117,0.5214,0.3839,0.1358,0.3222,0.2013,0.729,0.2037,0.5242,0.0859
0.366,0.3043,0.526,0.3785,0.1357,0.3053,0.2036,0.7428,0.212,0.5125,0.0829
0.3561,0.3076,0.5309,0.3785,0.1321,0.321,0.2023,0.7421,0.2064,0.5171,0.0828
0.3595,0.3093,0.524,0.3774,0.1416,0.3085,0.213,0.7384,0.2038,0.5138,0.0788
0.3602,0.3074,0.5219,0.3777,0.1415,0.3192,0.2033,0.7385,0.2086,0.5233,0.0835
0.3587,0.3074,0.5245,0.3776,0.1425,0.3183,0.2025,0.7382,0.2094,0.5169,0.0834
0.3633,0.3063,0.5274,0.3769,0.136,0.3153,0.2106,0.7333,0.2096,0.5004,0.0785
0.3691,0.3055,0.5212,0.3749,0.137,0.3213,0.1973,0.7244,0.2084,0.5167,0.0783
0.3612,0.3122,0.5195,0.3868,0.1407,0.3184,0.2034,0.738,0.2051,0.5234,0.0843
0.3626,0.3058,0.5254,0.3794,0.14,0.3047,0.207,0.7385,0.2122,0.5168,0.0816
0.3646,0.3126,0.5243,0.391,0.1385,0.32,0.215,0.7347,0.1903,0.5105,0.0782
0.3677,0.3113,0.5219,0.3807,0.1332,0.311,0.2108,0.7298,0.2074,0.5232,0.0795
0.3693,0.3077,0.5247,0.3798,0.1299,0.3194,0.2098,0.7377,0.2093,0.5116,0.0835
0.3724,0.3127,0.5213,0.3771,0.1376,0.3262,0.217,0.7364,0.2034,0.5219,0.0832
0.3726,0.3093,0.5271,0.3849,0.1409,0.3187,0.2069,0.7352,0.1981,0.5267,0.0846
0.3683,0.3091,0.5154,0.3834,0.1415,0.3072,0.2076,0.739,0.213,0.5187,0.0799
0.3636,0.3044,0.5194,0.3786,0.1377,0.3217,0.2005,0.7377,0.2104,0.5211,0.0826
0.3598,0.3106,0.5192,0.3908,0.1378,0.3205,0.2139,0.7371,0.203,0.5231,0.0857
0.3598,0.3037,0.5265,0.3805,0.1433,0.3081,0.2116,0.7333,0.208,0.5154,0.0817
0.3585,0.3028,0.5111,0.3838,0.1366,0.321,0.2082,0.7428,0.2035,0.5198,0.0786
0.3637,0.3058,0.5228,0.3824,0.1338,0.3256,0.2103,0.745,0.2045,0.5227,0.0813
0.3692,0.3098,0.5233,0.3743,0.1435,0.3166,0.2103,0.7349,0.2134,0.5242,0.0773
0.3558,0.3158,0.5211,0.3767,0.1379,0.3293,0.1976,0.7368,0.1987,0.5148,0.0791
0.3682,0.3051,0.5176,0.3894,0.1429,0.3173,0.2114,0.7302,0.2111,0.5095,0.0875
0.3627,0.3121,0.5164,0.3724,0.13,0.3201,0.1977,0.7345,0.206,0.5094,0.0837
0.3666,0.3083,0.5173,0.3886,0.1389,0.3181,0.204,0.743,0.2119,0.5199,0.0823
0.3652,0.3086,0.5241,0.3751,0.137,0.3177,0.204,0.7315,0.2204,0.5263,0.0837
0.3604,0.3088,0.5165,0.3738,0.1347,0.3117,0.2015,0.7306,0.2073,0.5099,0.0816
0.3606,0.3069,0.5171,0.3805,0.1353,0.3118,0.2077,0.7312,0.2049,0.5169,0.0818
0.3679,0.3089,0.5156,0.3733,0.1344,0.3091,0.2042,0.7318,0.2071,0.5203,0.081
0.3639,0.3043,0.5371,0.3742,0.1398,0.3112,0.2158,0.7419,0.2166,0.5172,0.0829
0.3597,0.3118,0.5258,0.3731,0.1343,0.3182,0.2156,0.7379,0.2041,0.519,0.0821
0.3635,0.3055,0.5259,0.382,0.1299,0.3123,0.2039,0.7428,0.2028,0.5158,0.0812
0.365,0.3045,0.5267,0.379,0.1428,0.3178,0.215,0.7391,0.2058,0.5174,0.0791
0.3655,0.3056,0.5311,0.3831,0.1384,0.3217,0.2,0.7347,0.2158,0.5206,0.0769
0.3647,0.3083,0.5251,0.3785,0.1327,0.3121,0.1965,0.736,0.2041,0.5158,0.0785
0.359,0.2944,0.5169,0.3816,0.1384,0.3167,0.211,0.7414,0.2074,0.519,0.0791
0.3661,0.3043,0.5126,0.3762,0.1394,0.3148,0.1984,0.733,0.1998,0.5175,0.083
0.3646,0.3148,0.5228,0.3799,0.1392,0.3108,0.2083,0.7322,0.2253,0.5208,0.081
0.3707,0.3196,0.5184,0.3829,0.1381,0.3173,0.2116,0.7302,0.2086,0.5163,0.0852
0.3659,0.301,0.5347,0.3717,0.1408,0.3131,0.2024,0.7397,0.2061,0.5209,0.0797
0.3587,0.311,0.5261,0.3712,0.1384,0.3098,0.2,0.743,0.2151,0.508,0.0847
0.3658,0.3088,0.5233,0.3751,0.1416,0.3206,0.2157,0.7337,0.2073,0.5125,0.0842
0.3656,0.3042,0.5169,0.3869,0.1336,0.3083,0.2094,0.7416,0.2002,0.5216,0.0825
0.3554,0.2976,0.5246,0.3951,0.1397,0.3128,0.2104,0.7367,0.206,0.5118,0.0782
0.3681,0.311,0.5079,0.3823,0.1377,0.3215,0.2144,0.7425,0.2057,0.5151,0.081
0.3577,0.3118,0.5347,0.3821,0.1341,0.317,0.1986,0.7389,0.213,0.5145,0.0798
0.3682,0.3081,0.5377,0.3787,0.1387,0.3126,0.2019,0.7298,0.2062,0.513,0.078
0.365,0.2997,0.5249,0.3748,0.1315,0.3208,0.2077,0.7308,0.2068,0.5303,0.0836
0.3606,0.3054,0.5321,0.3804,0.1419,0.3188,0.2006,0.7414,0.2085,0.5219,0.0795
0.3653,0.3021,0.5231,0.3771,0.1329,0.3211,0.1975,0.7291,0.2008,0.5206,0.0815
0.3591,0.3032,0.5196,0.3958,0.1383,0.3165,0.2085,0.7426,0.2117,0.517,0.0821
0.3549,0.3072,0.5199,0.3774,0.1338,0.3328,0.1965,0.7396,0.208,0.5132,0.0803
0.3654,0.3064,0.5213,0.376,0.1364,0.3223,0.2107,0.7364,0.2005,0.5235,0.0822
0.3608,0.3151,0.5327,0.3883,0.1318,0.3121,0.1985,0.7349,0.2085,0.521,0.0823
0.3643,0.3051,0.52,0.3748,0.1345,0.3146,0.2083,0.7431,0.2119,0.5215,0.0763
0.3578,0.3047,0.5189,0.3813,0.1361,0.3103,0.2045,0.7327,0.2154,0.5054,0.0835
0.3635,0.3128,0.5235,0.3787,0.1372,0.3249,0.2087,0.7421,0.2123,0.5237,0.0816
0.3714,0.3151,0.5246,0.3773,0.1366,0.3219,0.2032,0.737,0.2016,0.5207,0.0831
0.3678,0.3043,0.5082,0.3801,0.1341,0.3149,0.2052,0.7407,0.2118,0.5166,0.0813
0.3643,0.3107,0.5143,0.3757,0.1369,0.3128,0.198,0.7293,0.2115,0.5134,0.0754
0.3607,0.3034,0.5231,0.3904,0.136,0.3133,0.2033,0.7327,0.208,0.5174,0.0774
0.3747,0.3142,0.5263,0.3847,0.1348,0.3208,0.2081,0.7329,0.2047,0.5181,0.0772
0.363,0.3038,0.523,0.3814,0.1328,0.3165,0.2056,0.7417,0.2037,0.5215,0.0838
0.3607,0.3024,0.5239,0.374,0.1352,0.3164,0.2045,0.7327,0.2078,0.5146,0.0791
0.3585,0.3165,0.5219,0.384,0.1398,0.3122,0.2031,0.7355,0.2153,0.5212,0.0845
0.3636,0.3024,0.5248,0.3885,0.1437,0.3214,0.2122,0.7406,0.1992,0.5197,0.0833
0.3737,0.3127,0.5263,0.3852,0.1382,0.313,0.2112,0.7302,0.2052,0.5174,0.0766
0.3612,0.3028,0.527,0.3789,0.1409,0.3051,0.2005,0.7457,0.2122,0.5161,0.0832
0.3634,0.3164,0.5154,0.3859,0.1351,0.3123,0.2017,0.7448,0.2101,0.5084,0.0825
0.3596,0.3118,0.5217,0.384,0.1361,0.3128,0.2095,0.7418,0.2096,0.5313,0.0807
0.3647,0.3069,0.5272,0.3767,0.1355,0.3114,0.2033,0.7337,0.2136,0.5222,0.0778
0.3626,0.3126,0.5144,0.3811,0.1364,0.3167,0.2097,0.7392,0.207,0.514,0.0846
0.3579,0.3125,0.5207,0.3796,0.1358,0.3176,0.1967,0.7395,0.2141,0.5154,0.0835
0.3578,0.306,0.5225,0.389,0.1332,0.3153,0.2033,0.7405,0.2092,0.5177,0.0813
0.3618,0.3018,0.5211,0.3828,0.1379,0.3106,0.2046,0.7397,0.2067,0.5253,0.0837
0.3489,0.3003,0.5289,0.378,0.1375,0.3201,0.2136,0.7346,0.2132,0.5266,0.0778
0.3634,0.3042,0.5161,0.3769,0.1384,0.3213,0.2072,0.7283,0.2051,0.5323,0.0778
0.3675,0.3068,0.5226,0.3831,0.1385,0.3138,0.1969,0.7355,0.2002,0.5098,0.0837
0.3636,0.3058,0.5153,0.3789,0.1345,0.3176,0.202,0.7404,0.2123,0.518,0.081
0.3662,0.3069,0.5186,0.3666,0.1371,0.3187,0.2037,0.74,0.2087,0.5078,0.0795
0.363,0.3147,0.5185,0.3752,0.1363,0.3201,0.1989,0.7374,0.2066,0.5238,0.084
0.3616,0.3135,0.5337,0.3815,0.1389,0.3084,0.2053,0.7319,0.2018,0.5278,0.0773
0.3649,0.3074,0.5318,0.3845,0.1464,0.3221,0.1966,0.7334,0.1981,0.5164,0.0839
0.3764,0.3029,0.5259,0.3827,0.1341,0.317,0.1984,0.7361,0.2093,0.5222,0.0821
0.3699,0.307,0.5231,0.3737,0.1381,0.3216,0.198,0.7431,0.2039,0.5144,0.0776
0.3635,0.3123,0.5247,0.3858,0.1379,0.3224,0.213,0.7276,0.2102,0.5283,0.0803
0.3713,0.2959,0.5233,0.371,0.1458,0.3196,0.2108,0.7331,0.2038,0.5243,0.0847
0.3633,0.3108,0.5188,0.3846,0.1377,0.3161,0.1989,0.736,0.21,0.5195,0.0786
0.3665,0.3065,0.5133,0.3826,0.1364,0.3108,0.213,0.7288,0.2077,0.5259,0.0799
0.3709,0.309,0.5295,0.3804,0.1379,0.307,0.2047,0.7373,0.2061,0.5219,0.0873
0.3596,0.3091,0.5165,0.3746,0.1365,0.3147,0.2087,0.7369,0.208,0.5202,0.0815
0.3647,0.3179,0.5282,0.3791,0.1331,0.3229,0.2069,0.7422,0.2058,0.5171,0.0784
0.3628,0.3002,0.5221,0.3674,0.1315,0.3167,0.2076,0.7387,0.2058,0.519,0.0854
0.3573,0.3135,0.5242,0.3851,0.1314,0.3109,0.2056,0.7326,0.2097,0.5221,0.0813
0.363,0.3112,0.5236,0.3872,0.1387,0.3164,0.2152,0.7446,0.2074,0.5114,0.0817
0.3557,0.3037,0.5264,0.3773,0.1418,0.317,0.1994,0.7371,0.2024,0.5233,0.08
0.36,0.3102,0.5222,0.3903,0.1409,0.3063,0.2071,0.7406,0.2037,0.5218,0.0767
0.3525,0.2995,0.5216,0.3805,0.1371,0.3121,0.2092,0.7355,0.208,0.5012,0.0829
0.3639,0.3145,0.52,0.3833,0.1433,0.329,0.2039,0.7392,0.2012,0.5251,0.0803
0.36,0.3097,0.5167,0.3928,0.1424,0.3096,0.2042,0.7305,0.2108,0.5318,0.0761
0.3651,0.3008,0.5101,0.3717,0.1368,0.3251,0.2027,0.7402,0.2087,0.5135,0.0819
0.3668,0.3097,0.5298,0.3854,0.1383,0.3196,0.2072,0.7388,0.2097,0.5165,0.0847
0.3642,0.2999,0.5236,0.3731,0.146,0.3121,0.2127,0.7404,0.2038,0.5262,0.0776
0.3693,0.3032,0.5281,0.3818,0.136,0.3094,0.2106,0.7368,0.2086,0.5083,0.0763
0.3592,0.3133,0.5225,0.384,0.1434,0.3134,0.2031,0.7366,0.2085,0.5227,0.0818
0.358,0.3148,0.5133,0.386,0.1352,0.3092,0.2101,0.7362,0.2128,0.5271,0.0816
0.3587,0.3212,0.5241,0.3748,0.1373,0.3217,0.2013,0.7441,0.2095,0.5212,0.0816
0.3702,0.3076,0.5303,0.3757,0.1388,0.3172,0.2028,0.7426,0.2207,0.5118,0.0785
0.3629,0.3181,0.5159,0.3826,0.1352,0.3211,0.2082,0.7419,0.2049,0.5268,0.0802
0.3637,0.2978,0.5217,0.383,0.1349,0.3166,0.2039,0.7387,0.2092,0.524,0.0877
0.3569,0.3062,0.519,0.3796,0.1341,0.317,0.2089,0.7415,0.2017,0.5221,0.0805
0.3747,0.3121,0.5228,0.3745,0.1355,0.3162,0.2086,0.7348,0.223,0.5224,0.0772
0.3712,0.3052,0.5173,0.3751,0.1295,0.3188,0.2066,0.7377,0.2108,0.5197,0.0773
0.3523,0.3099,0.5205,0.3776,0.1376,0.3151,0.2036,0.7341,0.21,0.5162,0.0835
0.353,0.3092,0.5148,0.3739,0.1314,0.313,0.2092,0.7383,0.1916,0.5124,0.0845
0.3684,0.3054,0.5199,0.3876,0.142,0.32,0.2103,0.7361,0.2164,0.5178,0.078
0.3615,0.3048,0.526,0.3856,0.1404,0.3181,0.2026,0.7491,0.2132,0.5156,0.0814
0.37,0.3143,0.5215,0.3762,0.1426,0.3106,0.2064,0.7346,0.2056,0.5153,0.0816
0.365,0.3053,0.5169,0.3822,0.1375,0.3151,0.2068,0.7402,0.2064,0.5146,0.0808
0.3613,0.3014,0.5252,0.387,0.1314,0.3164,0.2095,0.7405,0.2092,0.5233,0.0807
0.3693,0.318,0.5227,0.3778,0.1366,0.3229,0.212,0.7398,0.2135,0.5254,0.0757
0.3659,0.308,0.51,0.3883,0.1478,0.3105,0.2019,0.731,0.2105,0.5193,0.0748
0.3721,0.3122,0.5152,0.3712,0.1364,0.3175,0.2189,0.7337,0.2065,0.5292,0.0817
0.3785,0.308,0.5186,0.3811,0.1313,0.3127,0.201,0.7298,0.202,0.5132,0.0764
0.3534,0.3081,0.5228,0.3822,0.1346,0.309,0.205,0.7364,0.1994,0.5229,0.0774
0.3592,0.3052,0.5205,0.3793,0.1451,0.3212,0.2065,0.7328,0.2068,0.5179,0.0795
0.3639,0.3068,0.5232,0.3838,0.1356,0.3166,0.2018,0.7387,0.2166,0.5103,0.0844
0.3635,0.3068,0.533,0.3778,0.1442,0.3101,0.2004,0.7355,0.2066,0.5196,0.0797
0.3601,0.307,0.5149,0.3783,0.1358,0.3211,0.2092,0.7358,0.2068,0.5156,0.0803
0.3554,0.3076,0.5253,0.3792,0.1353,0.317,0.2004,0.7451,0.2097,0.5188,0.0816
0.3578,0.3042,0.5127,0.3798,0.1418,0.3236,0.2108,0.723,0.2096,0.5164,0.0794
0.3692,0.3051,0.5222,0.3671,0.1307,0.3228,0.1955,0.7383,0.2119,0.5174,0.0753
0.36,0.3129,0.5205,0.3858,0.1341,0.3109,0.2097,0.7398,0.2036,0.5209,0.0852
0.3573,0.307,0.5245,0.3774,0.1345,0.3117,0.2076,0.7315,0.2102,0.516,0.0808
0.3641,0.3057,0.5306,0.3832,0.1381,0.3142,0.2081,0.7379,0.2163,0.5277,0.0878
0.3562,0.3132,0.529,0.388,0.1381,0.3321,0.2057,0.7272,0.1993,0.5146,0.0804
0.3642,0.2974,0.5219,0.3913,0.1365,0.3121,0.2067,0.7399,0.2082,0.5191,0.0813
0.3694,0.315,0.5319,0.3783,0.1364,0.3229,0.2027,0.733,0.2015,0.5129,0.0803
0.365,0.309,0.5316,0.3866,0.1369,0.3167,0.2084,0.7336,0.2031,0.5201,0.0839
0.3517,0.3061,0.5277,0.381,0.1437,0.3087,0.211,0.743,0.207,0.5207,0.0844
0.3618,0.3067,0.5309,0.3858,0.138,0.319,0.2131,0.7344,0.1952,0.5068,0.0832
0.3553,0.3175,0.5166,0.3713,0.1325,0.3267,0.1993,0.7291,0.2168,0.5136,0.0809
0.359,0.3032,0.5209,0.3765,0.1428,0.3184,0.1974,0.7333,0.2063,0.5224,0.0781
0.3682,0.3077,0.5279,0.3784,0.137,0.3154,0.2083,0.7338,0.2086,0.5272,0.0793
0.3666,0.3072,0.5243,0.3762,0.1447,0.3147,0.2106,0.7225,0.1989,0.5228,0.0809
0.3601,0.3078,0.5362,0.3779,0.1364,0.3076,0.2051,0.7405,0.2044,0.5151,0.0782
0.3706,0.3064,0.5291,0.3729,0.1324,0.3211,0.2068,0.7322,0.212,0.5138,0.0842
0.3689,0.3018,0.527,0.3767,0.1441,0.3102,0.2025,0.7371,0.2072,0.523,0.085
0.3599,0.2996,0.5227,0.3773,0.1389,0.3189,0.2058,0.7433,0.215,0.5287,0.0798
0.3625,0.2978,0.531,0.3774,0.132,0.3179,0.2078,0.729,0.2101,0.5244,0.0781
0.3587,0.3108,0.5208,0.3938,0.1368,0.3157,0.216,0.7418,0.2056,0.5207,0.0767
0.3712,0.3093,0.5212,0.3741,0.145,0.3235,0.2021,0.7371,0.2106,0.5163,0.0814
0.358,0.3051,0.5202,0.3812,0.1385,0.3274,0.2084,0.7369,0.2049,0.5146,0.0821
0.3604,0.3022,0.5211,0.3768,0.1413,0.3218,0.2022,0.7346,0.2002,0.5163,0.0768
0.3618,0.3076,0.516,0.3741,0.136,0.3113,0.1962,0.7289,0.2073,0.5166,0.0778
0.3599,0.3135,0.5234,0.387,0.1385,0.3067,0.2039,0.7251,0.2111,0.5249,0.0751
0.3684,0.3091,0.5292,0.3785,0.1361,0.3174,0.2038,0.7391,0.2091,0.5285,0.079
0.3682,0.3091,0.5333,0.3758,0.1446,0.319,0.2021,0.7386,0.2085,0.5218,0.0813
0.3626,0.2971,0.5141,0.3748,0.128,0.3134,0.2061,0.7311,0.2007,0.5157,0.0792
0.3688,0.304,0.5221,0.377,0.1392,0.316,0.208,0.7334,0.2041,0.5284,0.0831
0.3614,0.3047,0.5222,0.3884,0.1371,0.3163,0.2072,0.7367,0.2108,0.5172,0.0829
0.3565,0.3165,0.5206,0.3751,0.1392,0.3292,0.2063,0.7425,0.2048,0.51,0.0797
0.3723,0.3071,0.516,0.3752,0.1381,0.3208,0.2064,0.7403,0.201,0.5192,0.0837
0.3598,0.3074,0.5248,0.3874,0.1407,0.3224,0.2047,0.7285,0.2097,0.5207,0.0799
0.3686,0.317,0.5245,0.3807,0.1368,0.3225,0.2074,0.7363,0.2069,0.5216,0.0761
0.3593,0.3161,0.5251,0.381,0.1415,0.3095,0.2028,0.7369,0.2151,0.5052,0.0827
0.3717,0.307,0.5243,0.3736,0.1412,0.3091,0.2105,0.7388,0.213,0.5184,0.0818
0.3738,0.3117,0.5234,0.378,0.1404,0.3109,0.2137,0.7239,0.2048,0.5298,0.0805
0.3666,0.3088,0.5306,0.3762,0.1372,0.3106,0.2161,0.7443,0.2024,0.5175,0.0845
0.3545,0.3032,0.5179,0.3726,0.1361,0.3181,0.1976,0.7412,0.2077,0.5187,0.0771
0.3601,0.3087,0.5211,0.3858,0.1387,0.3158,0.2061,0.7514,0.2085,0.5161,0.0795
0.3687,0.3074,0.5184,0.3872,0.1394,0.3187,0.2103,0.7349,0.2188,0.5175,0.0788
0.3723,0.3104,0.5249,0.3722,0.1387,0.315,0.2087,0.7392,0.1933,0.526,0.0769
0.3705,0.3064,0.526,0.3882,0.1379,0.324,0.1986,0.7456,0.219,0.5289,0.081
0.3645,0.3107,0.5145,0.3793,0.1339,0.328,0.2138,0.7357,0.2062,0.5162,0.0803
0.3572,0.3104,0.5342,0.3888,0.1395,0.3166,0.2127,0.7268,0.2009,0.5195,0.0858
0.3762,0.3088,0.517,0.3717,0.1413,0.3139,0.2012,0.7376,0.2067,0.5129,0.0792
0.3595,0.3078,0.5249,0.3782,0.1456,0.3153,0.2054,0.7413,0.2107,0.5193,0.0842
0.3575,0.3076,0.5207,0.3798,0.1348,0.315,0.204,0.7321,0.205,0.5243,0.0807
0.3482,0.3161,0.5296,0.3764,0.1419,0.3168,0.205,0.7439,0.2007,0.5196,0.0816
0.3632,0.3028,0.5322,0.378,0.1419,0.3155,0.1979,0.74,0.206,0.5194,0.0849
0.3609,0.3134,0.5158,0.3763,0.1372,0.3179,0.2062,0.7389,0.2082,0.523,0.0801
0.3597,0.3084,0.5378,0.3836,0.1385,0.3178,0.2077,0.7306,0.2085,0.5249,0.0847
0.3619,0.315,0.5173,0.374,0.1326,0.3188,0.2131,0.7401,0.2079,0.509,0.0808
0.3692,0.306,0.5218,0.3864,0.1366,0.3228,0.2079,0.734,0.2011,0.5235,0.0794
0.3626,0.2966,0.5196,0.3955,0.1422,0.3168,0.2003,0.7307,0.213,0.5115,0.0807
0.36,0.3043,0.5241,0.3917,0.1367,0.3077,0.1996,0.742,0.197,0.5181,0.0833
0.3621,0.3111,0.5307,0.3843,0.1417,0.3274,0.2068,0.7333,0.2088,0.5111,0.0766
0.3474,0.3078,0.5293,0.3766,0.1413,0.3234,0.205,0.7325,0.2083,0.5205,0.0796
0.3666,0.3004,0.5249,0.3699,0.1317,0.3213,0.2106,0.7346,0.202,0.5141,0.0826
0.3666,0.3001,0.5254,0.3796,0.1431,0.3194,0.2015,0.7288,0.2062,0.5135,0.0789
0.3563,0.3073,0.5305,0.3813,0.1395,0.3137,0.2083,0.7315,0.212,0.5183,0.0832
0.3495,0.3096,0.5284,0.3763,0.1376,0.3098,0.2091,0.7391,0.1988,0.5108,0.0814
0.3521,0.3039,0.5281,0.373,0.134,0.3115,0.2072,0.7387,0.2155,0.5196,0.0824
0.3616,0.3106,0.5141,0.3824,0.1444,0.3105,0.2046,0.728,0.2032,0.5299,0.0812
0.3665,0.3146,0.5312,0.3776,0.1359,0.3236,0.2165,0.7442,0.2039,0.5265,0.0826
0.3605,0.3076,0.5199,0.3775,0.1326,0.3243,0.2009,0.7416,0.2055,0.5188,0.0747
0.3657,0.3133,0.5167,0.3754,0.1425,0.3287,0.2076,0.7469,0.2104,0.5318,0.0827
0.3689,0.3167,0.5241,0.3795,0.1466,0.3141,0.2059,0.7298,0.2042,0.5216,0.0832
0.3705,0.3057,0.5189,0.3813,0.1309,0.3088,0.2119,0.7296,0.2033,0.5146,0.0831
0.355,0.3153,0.5332,0.3768,0.1452,0.3241,0.1999,0.7341,0.2057,0.5214,0.0816
0.3548,0.3079,0.525,0.3783,0.1329,0.3155,0.2081,0.736,0.2029,0.5106,0.0745
0.3657,0.3172,0.5272,0.3735,0.1417,0.3154,0.2057,0.7351,0.2083,0.5224,0.0823
0.3618,0.3069,0.5235,0.3862,0.1463,0.3207,0.1984,0.7438,0.2071,0.5168,0.081
0.3582,0.3046,0.5284,0.3887,0.1365,0.3201,0.2067,0.7424,0.2148,0.5144,0.0825
0.3658,0.3088,0.5172,0.3759,0.1333,0.3278,0.1973,0.7354,0.209,0.5144,0.0767
0.3638,0.3062,0.5289,0.383,0.1362,0.32,0.2091,0.7483,0.2088,0.5175,0.0774
0.3564,0.3017,0.5152,0.3929,0.1399,0.3162,0.21,0.7409,0.208,0.5182,0.0833
0.3634,0.3109,0.533,0.3796,0.1406,0.3098,0.2089,0.7344,0.2077,0.5222,0.0809
0.3655,0.309,0.5367,0.379,0.1313,0.3112,0.2033,0.7352,0.2164,0.5139,0.0746
0.36,0.3089,0.5176,0.3771,0.1389,0.3128,0.1997,0.7461,0.2019,0.5185,0.0835
0.3619,0.3022,0.5192,0.3792,0.1292,0.3122,0.2054,0.7398,0.214,0.5142,0.0807
0.3613,0.3014,0.5327,0.3801,0.1403,0.31,0.2075,0.7252,0.2064,0.5174,0.085
0.364,0.3057,0.5296,0.3823,0.1404,0.3226,0.2023,0.7406,0.2122,0.516,0.0761
0.3602,0.315,0.5267,0.3882,0.1415,0.3212,0.2027,0.7442,0.212,0.523,0.0832
0.3511,0.3051,0.52,0.3783,0.1334,0.3198,0.2075,0.7348,0.207,0.5073,0.082
0.3652,0.3113,0.5143,0.3702,0.1325,0.3196,0.2142,0.7284,0.1983,0.523,0.0747
0.3748,0.3014,0.5243,0.383,0.1416,0.3182,0.2033,0.738,0.203,0.5163,0.0822
